,0
1387,0.68129694
1388,0.68129694
1389,2.948688
1390,0.68129694
1391,2.3530688
1392,2.0108767
1393,2.949253
1394,2.1731224
1395,0.68129694
1396,2.9577556
1397,2.0675902
1398,2.9251976
1399,2.9323518
1400,0.68129694
1401,2.4868803
1402,2.949253
1403,2.957182
1404,2.9791238
1405,2.9388165
1406,2.3530688
1407,2.4058876
1408,2.9647555
1409,2.2969265
1410,2.9647555
1411,2.9423137
1412,2.949253
1413,2.4488564
1414,2.366343
1415,2.949253
1416,2.881387
1417,2.1731224
1418,2.9438007
1419,2.925756
1420,2.4058876
1421,2.944274
1422,2.944274
1423,2.9537158
1424,0.68129694
1425,2.944274
1426,2.4868803
1427,0.68129694
1428,2.944274
1429,2.972362
1430,2.9850335
1431,2.949253
1432,2.2374907
1433,2.938365
1434,0.68129694
1435,2.9244483
1436,2.5227919
1437,2.9745653
1438,2.938365
1439,2.938365
1440,2.3530688
1441,2.3530688
1442,0.68129694
1443,2.2969265
1444,2.9577556
1445,2.9438007
1446,2.4488564
1447,2.9323518
1448,2.972362
1449,2.944274
1450,0.68129694
1451,2.4488564
1452,2.9705253
1453,2.2374907
1454,2.949253
1455,2.957182
1456,2.8583167
1457,2.9251976
1458,2.9705253
1459,0.68129694
1460,2.3530688
1461,2.959033
1462,2.2969265
1463,2.4086847
1464,2.948688
1465,2.9837344
1466,2.6183681
1467,2.9388165
1468,2.9377146
1469,2.3530688
1470,2.4868803
1471,2.4058876
1472,2.3530688
1473,2.3530688
1474,2.9663436
1475,0.68129694
1476,2.3530688
1477,2.9537158
1478,2.9671679
1479,2.9730015
1480,2.938365
1481,2.944274
1482,2.957182
1483,2.9577556
1484,2.4086847
1485,0.68129694
1486,2.949253
1487,0.68129694
1488,2.2969265
1489,2.949253
1490,2.9388165
1491,2.8583167
1492,2.9106336
1493,2.9438007
1494,2.9641838
1495,2.9179497
1496,2.9647555
1497,2.9745653
1498,2.4488564
1499,2.9671679
1500,2.9323518
1501,0.68129694
1502,0.68129694
1503,2.9705753
1504,2.948688
1505,2.8440485
1506,2.938365
1507,2.2969265
1508,0.68129694
1509,2.5566382
1510,2.2969265
1511,2.9185352
1512,2.9019914
1513,2.4058876
1514,0.68129694
1515,2.9647555
1516,2.9817579
1517,2.366343
1518,2.944274
1519,2.9801757
1520,2.972362
1521,0.68129694
1522,2.4086847
1523,2.938365
1524,2.9438007
1525,2.3530688
1526,2.9377146
1527,2.976592
1528,2.9323518
1529,2.9647555
1530,2.4488564
1531,2.8826704
1532,2.9817579
1533,2.9705253
1534,2.938365
1535,2.6183681
1536,2.938365
1537,2.9730015
1538,2.949253
1539,2.949253
1540,2.9730015
1541,2.938365
1542,0.68129694
1543,2.949253
1544,2.9309633
1545,2.949253
1546,2.944274
1547,0.68129694
1548,2.949253
1549,0.68129694
1550,2.9438007
1551,2.2969265
1552,2.9185352
1553,0.68129694
1554,2.9328368
1555,2.9869008
1556,2.4086847
1557,2.9323518
1558,2.9309633
1559,2.3530688
1560,2.9531355
1561,0.68129694
1562,2.3530688
1563,2.944274
1564,2.944274
1565,2.9647555
1566,2.8713384
1567,2.9317844
1568,2.3530688
1569,2.960857
1570,0.68129694
1571,2.949253
1572,2.949253
1573,2.944274
1574,2.9438007
1575,2.9647555
1576,2.4086847
1577,2.8821263
1578,2.9647555
1579,2.949253
1580,2.4868803
1581,2.949253
1582,0.68129694
1583,2.0108767
1584,2.3530688
1585,2.4058876
1586,0.68129694
1587,2.3530688
1588,0.68129694
1589,0.68129694
1590,2.9438007
1591,2.2969265
