,0,1,2
0,0.29870129870129875,0.0,0.4259259259259259
1,0.6883116883116884,0.7857142857142857,0.574074074074074
2,0.0,0.0,0.0
3,0.6883116883116884,0.8214285714285714,0.5555555555555555
4,0.31168831168831174,0.8571428571428571,0.0
5,0.0,0.0,0.0
6,0.6753246753246753,0.7857142857142857,0.5555555555555555
7,0.7272727272727274,0.8214285714285714,0.611111111111111
8,0.29870129870129875,0.8214285714285714,0.0
9,0.3636363636363637,1.0,0.0
10,0.3766233766233767,0.0,0.537037037037037
11,0.0,0.0,0.0
12,0.6883116883116884,0.8214285714285714,0.5555555555555555
13,0.6363636363636365,0.7142857142857143,0.537037037037037
14,0.6753246753246753,0.7857142857142857,0.5555555555555555
15,0.6883116883116884,0.8214285714285714,0.5555555555555555
16,0.7142857142857143,0.8214285714285714,0.5925925925925926
17,0.5324675324675325,0.7499999999999999,0.37037037037037035
18,0.6753246753246753,0.7499999999999999,0.574074074074074
19,0.38961038961038963,0.0,0.5555555555555555
20,0.6623376623376623,0.8214285714285714,0.5185185185185185
21,0.38961038961038963,0.0,0.5555555555555555
22,0.7272727272727274,0.7857142857142857,0.6296296296296297
23,0.7402597402597403,0.7857142857142857,0.648148148148148
24,0.8311688311688312,0.7857142857142857,0.7777777777777777
25,0.7142857142857143,0.7857142857142857,0.611111111111111
26,0.6623376623376623,0.7857142857142857,0.537037037037037
27,0.6623376623376623,0.7857142857142857,0.537037037037037
28,0.5584415584415585,0.8214285714285714,0.37037037037037035
29,0.6753246753246753,0.8214285714285714,0.537037037037037
30,0.6623376623376623,0.7857142857142857,0.537037037037037
31,0.4025974025974026,0.0,0.574074074074074
32,0.3506493506493507,0.0,0.5
33,0.5584415584415585,0.8214285714285714,0.37037037037037035
34,0.0,0.0,0.0
35,0.6753246753246753,0.8214285714285714,0.537037037037037
36,0.7402597402597403,0.8214285714285714,0.6296296296296297
37,0.5584415584415585,0.7499999999999999,0.4074074074074074
38,0.6363636363636365,0.7499999999999999,0.5185185185185185
39,0.7142857142857143,0.7142857142857143,0.648148148148148
40,0.6753246753246753,0.7857142857142857,0.5555555555555555
41,0.0,0.0,0.0
42,0.7922077922077924,0.8214285714285714,0.7037037037037036
43,0.28571428571428575,0.0,0.4074074074074074
44,0.31168831168831174,0.8571428571428571,0.0
45,0.29870129870129875,0.8214285714285714,0.0
46,0.6103896103896104,0.0,0.8703703703703702
47,0.4545454545454546,0.0,0.648148148148148
48,0.5844155844155845,0.7857142857142857,0.4259259259259259
49,0.29870129870129875,0.8214285714285714,0.0
50,0.7012987012987014,0.7857142857142857,0.5925925925925926
51,0.6753246753246753,0.7857142857142857,0.5555555555555555
52,0.2727272727272727,0.7499999999999999,0.0
53,0.7272727272727274,0.8214285714285714,0.611111111111111
54,0.7142857142857143,0.7142857142857143,0.648148148148148
55,0.2727272727272727,0.7499999999999999,0.0
56,0.38961038961038963,0.0,0.5555555555555555
57,0.6883116883116884,0.7857142857142857,0.574074074074074
58,0.4025974025974026,0.0,0.574074074074074
59,0.8571428571428573,0.8214285714285714,0.7962962962962962
60,0.7532467532467534,0.8214285714285714,0.648148148148148
61,0.6493506493506495,0.7857142857142857,0.5185185185185185
62,0.4805194805194805,0.0,0.6851851851851851
63,0.7142857142857143,0.7857142857142857,0.611111111111111
64,0.6623376623376623,0.8214285714285714,0.5185185185185185
65,0.6623376623376623,0.8214285714285714,0.5185185185185185
66,0.7402597402597403,0.8214285714285714,0.6296296296296297
67,0.3766233766233767,0.0,0.537037037037037
68,0.0,0.0,0.0
69,0.7402597402597403,0.7857142857142857,0.648148148148148
70,0.29870129870129875,0.8214285714285714,0.0
71,0.6623376623376623,0.7499999999999999,0.5555555555555555
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.6753246753246753,0.7857142857142857,0.5555555555555555
75,0.5844155844155845,0.7857142857142857,0.4259259259259259
76,0.29870129870129875,0.8214285714285714,0.0
77,0.5974025974025975,0.7857142857142857,0.44444444444444436
78,0.31168831168831174,0.8571428571428571,0.0
79,0.7532467532467534,0.7857142857142857,0.6666666666666665
80,0.0,0.0,0.0
81,0.6753246753246753,0.8214285714285714,0.537037037037037
82,0.0,0.0,0.0
83,0.29870129870129875,0.8214285714285714,0.0
84,0.6883116883116884,0.8214285714285714,0.5555555555555555
85,0.31168831168831174,0.8571428571428571,0.0
86,0.42857142857142866,0.0,0.611111111111111
87,0.28571428571428575,0.7857142857142857,0.0
88,0.6883116883116884,0.7857142857142857,0.574074074074074
89,0.7792207792207793,0.7857142857142857,0.7037037037037036
90,0.4675324675324676,0.0,0.6666666666666665
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.3766233766233767,0.0,0.537037037037037
94,0.29870129870129875,0.8214285714285714,0.0
95,0.29870129870129875,0.8214285714285714,0.0
96,0.7012987012987014,0.8214285714285714,0.574074074074074
97,0.6753246753246753,0.8214285714285714,0.537037037037037
98,0.42857142857142866,0.0,0.611111111111111
99,0.6883116883116884,0.8214285714285714,0.5555555555555555
100,0.6883116883116884,0.8214285714285714,0.5555555555555555
101,0.38961038961038963,0.0,0.5555555555555555
102,0.7272727272727274,0.7857142857142857,0.6296296296296297
103,0.0,0.0,0.0
104,0.7142857142857143,0.8214285714285714,0.5925925925925926
105,0.5194805194805195,0.7142857142857143,0.37037037037037035
106,0.7142857142857143,0.8214285714285714,0.5925925925925926
107,0.7532467532467534,0.7499999999999999,0.6851851851851851
108,0.6883116883116884,0.7857142857142857,0.574074074074074
109,0.5454545454545454,0.7857142857142857,0.37037037037037035
110,0.8571428571428573,0.8214285714285714,0.7962962962962962
111,0.29870129870129875,0.8214285714285714,0.0
112,0.7142857142857143,0.7857142857142857,0.611111111111111
113,0.0,0.0,0.0
114,0.6493506493506495,0.7499999999999999,0.537037037037037
115,0.8051948051948052,0.7857142857142857,0.7407407407407407
116,0.6623376623376623,0.7857142857142857,0.537037037037037
117,0.6233766233766235,0.8214285714285714,0.4629629629629629
118,0.7142857142857143,0.8214285714285714,0.5925925925925926
119,0.5584415584415585,0.8214285714285714,0.37037037037037035
120,0.6883116883116884,0.8214285714285714,0.5555555555555555
121,0.6493506493506495,0.7499999999999999,0.537037037037037
122,0.6363636363636365,0.7857142857142857,0.5
123,0.29870129870129875,0.8214285714285714,0.0
124,0.6883116883116884,0.8214285714285714,0.5555555555555555
125,0.42857142857142866,0.0,0.611111111111111
126,0.38961038961038963,0.0,0.5555555555555555
127,0.6753246753246753,0.7857142857142857,0.5555555555555555
128,0.0,0.0,0.0
129,0.38961038961038963,0.0,0.5555555555555555
130,0.8181818181818182,0.8214285714285714,0.7407407407407407
131,0.38961038961038963,0.0,0.5555555555555555
132,0.6623376623376623,0.7499999999999999,0.5555555555555555
133,0.6883116883116884,0.7857142857142857,0.574074074074074
134,0.6493506493506495,0.7857142857142857,0.5185185185185185
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.3636363636363637,0.0,0.5185185185185185
138,0.0,0.0,0.0
139,0.7922077922077924,0.8214285714285714,0.7037037037037036
140,0.4415584415584416,0.0,0.6296296296296297
